id,source,destination,distance_meters,road_type,speed_limit_kmh,capacity
9528,9880815282,13723217786,141.09,tertiary,30.0,100
9529,9880815282,4711099271,133.06,tertiary,30.0,100
9530,9884695315,5994888011,6.53,tertiary_link,25.0,80
9531,9884695315,4759328550,301.72,tertiary,30.0,100
9532,9884695316,667395450,267.59,tertiary,30.0,100
9533,9884695316,10198760885,7.57,tertiary,30.0,100
9534,9884748090,884399555,6.26,secondary,40.0,200
9535,9884748090,9884748110,518.56,tertiary,30.0,100
9536,9884748097,884399494,9.94,tertiary,30.0,100
9537,9884748097,13857093044,249.85,tertiary,30.0,100
9538,9884748109,9884748110,9.81,tertiary,30.0,100
9539,9884748109,884399555,519.93,tertiary,30.0,100
9540,9884748110,9884748097,5.02,tertiary,30.0,100
9541,9884748110,884399491,626.96,tertiary,30.0,100
9542,9884840342,519469451,10.16,tertiary,30.0,100
9543,9884840342,10225596851,239.03,tertiary,30.0,100
9544,9884931949,884430034,16.08,tertiary,30.0,100
9545,9884931949,884430002,247.26,primary,50.0,300
9546,9884931950,9884931949,16.75,tertiary,30.0,100
9547,9884931950,13867818990,112.17,primary,50.0,300
9548,9887031963,9080858009,21.95,tertiary,30.0,100
9549,9887031963,6605148991,555.37,tertiary,30.0,100
9550,9891097276,2246850997,33.61,tertiary,30.0,100
9551,9891097276,9891097277,23.3,tertiary,30.0,100
9552,9891097277,4567650388,19.69,tertiary,30.0,100
9553,9891102528,9891102542,63.1,tertiary,30.0,100
9554,9891102528,9751375355,64.77,tertiary,30.0,100
9555,9891102542,5518220112,9.93,tertiary,30.0,100
9556,9891102542,4567650388,217.16,tertiary,30.0,100
9557,9891102542,5727570452,252.54,tertiary,30.0,100
9558,9896839471,13897126111,7.29,tertiary_link,25.0,80
9559,9896839471,6616033768,57.15,tertiary,30.0,100
9560,9901775155,5936572199,10.53,tertiary,30.0,100
9561,9901775155,1184123626,105.53,secondary,40.0,200
9562,9901775159,1184123626,11.58,tertiary,30.0,100
9563,9901775159,5936572199,108.27,secondary,40.0,200
9564,9901775210,2236679363,350.73,secondary,40.0,200
9565,9901775210,2236679734,319.56,secondary,40.0,200
9566,9902397681,9902397700,11.97,secondary,40.0,200
9567,9902397681,13818898153,162.85,secondary,40.0,200
9568,9902397686,9902397687,8.97,secondary_link,35.0,150
9569,9902397686,9902397694,22.75,secondary,40.0,200
9570,9902397687,9902397686,8.97,secondary_link,35.0,150
9571,9902397687,13896701103,332.56,secondary,40.0,200
9572,9902397689,13896701104,6.05,secondary,40.0,200
9573,9902397689,13895665206,60.64,secondary,40.0,200
9574,9902397694,9902397681,9.72,secondary,40.0,200
9575,9902397700,9902397705,54.17,secondary,40.0,200
9576,9902397705,9902397687,29.98,secondary,40.0,200
9577,9902397705,9902397694,15.6,secondary,40.0,200
9578,9902397716,2299204481,3.4,primary,50.0,300
9579,9902469429,2299204482,23.99,primary,50.0,300
9580,9902469429,5923862802,371.68,primary,50.0,300
9581,9903536150,12294664510,8.44,primary,50.0,300
9582,9903536150,2258304486,71.53,trunk,60.0,400
9583,9903871430,9903871431,12.62,primary_link,40.0,250
9584,9903871430,1879817642,1183.37,primary,50.0,300
9585,9903871431,1879817802,7.47,primary,50.0,300
9586,9903871431,9903871430,12.62,primary_link,40.0,250
9587,9903929402,1375170795,6.14,tertiary,30.0,100
9588,9903929402,2221887687,410.01,tertiary,30.0,100
9589,9904682624,1960734610,680.36,tertiary,30.0,100
9590,9904682627,7280128602,14.31,secondary,40.0,200
9591,9909376357,9909376358,8.94,secondary_link,35.0,150
9592,9909376357,7345415536,224.87,secondary,40.0,200
9593,9909376358,9909376357,8.94,secondary_link,35.0,150
9594,9909376358,10936586334,596.59,secondary,40.0,200
9595,9909512441,7394086382,32.02,secondary,40.0,200
9596,9909512441,9909512445,36.02,secondary,40.0,200
9597,9909512445,7394094897,810.14,secondary,40.0,200
9598,9910448046,1388354096,106.93,tertiary,30.0,100
9599,9910448046,13592000220,33.19,tertiary,30.0,100
9600,9911678744,9911678745,24.43,secondary_link,35.0,150
9601,9911678744,245654283,46.16,secondary,40.0,200
9602,9911678745,10282056990,613.34,primary,50.0,300
9603,9916313764,9916313765,41.02,trunk_link,50.0,350
9604,9916313764,12852654806,155.37,trunk,60.0,400
9605,9916313765,2250825438,27.41,trunk,60.0,400
9606,9916313765,9916313764,41.02,trunk_link,50.0,350
9607,9916444554,10882727465,6.33,secondary,40.0,200
9608,9925314950,9925314962,15.98,secondary,40.0,200
9609,9925314950,9203147550,457.15,secondary,40.0,200
9610,9925314962,9925314969,8.36,secondary,40.0,200
9611,9925314962,414730361,118.24,secondary,40.0,200
9612,9925314965,9925314950,7.6,secondary,40.0,200
9613,9925314965,6608764028,218.44,secondary,40.0,200
9614,9925314969,9925314965,15.82,secondary,40.0,200
9615,9925314979,13818959077,6.56,secondary,40.0,200
9616,9925314979,1960733463,36.24,secondary_link,35.0,150
9617,9925314985,9925314998,11.64,secondary,40.0,200
9618,9925314991,1647049255,11.71,secondary,40.0,200
9619,9925314992,9925314991,6.31,secondary,40.0,200
9620,9925314992,6607668198,38.68,tertiary,30.0,100
9621,9925314993,9925314992,2.59,secondary,40.0,200
9622,9925314998,9925314999,11.16,secondary,40.0,200
9623,9925314998,414726599,185.89,secondary,40.0,200
9624,9925314999,9925315000,5.02,secondary,40.0,200
9625,9925315000,13818959076,10.02,secondary,40.0,200
9626,9925315000,9925314993,10.7,secondary,40.0,200
9627,9925315011,414721608,287.25,tertiary,30.0,100
9628,9925315011,5923862821,138.14,secondary,40.0,200
9629,9925315038,9925315040,184.09,trunk,60.0,400
9630,9925315040,8493462503,21.24,trunk,60.0,400
9631,9929331421,9929331422,21.43,tertiary,30.0,100
9632,9929331421,1960732625,40.82,trunk_link,50.0,350
9633,9929331422,9929331421,21.43,tertiary,30.0,100
9634,9929331422,13757859361,332.14,tertiary,30.0,100
9635,9929331422,13329699587,358.95,tertiary,30.0,100
9636,9931191124,6243685417,37.81,tertiary,30.0,100
9637,9931191124,6243685412,294.62,motorway_link,70.0,450
9638,9931191124,482229835,981.47,tertiary,30.0,100
9639,9931893591,10653480123,13.46,tertiary,30.0,100
9640,9931893591,4357300487,1214.72,tertiary,30.0,100
9641,9931893591,2246472380,663.27,tertiary,30.0,100
9642,9936124555,1647016714,11.67,secondary,40.0,200
9643,9936124555,5923862777,254.61,secondary,40.0,200
9644,9936124555,10196782306,652.67,secondary,40.0,200
9645,9936198618,12367062103,101.07,motorway_link,70.0,450
9646,9936198618,12357694283,107.66,tertiary,30.0,100
9647,9936198632,9936198617,160.03,motorway,80.0,500
9648,9936198659,245658898,107.39,motorway_link,70.0,450
9649,9936198659,12357694283,86.97,motorway_link,70.0,450
9650,9936198672,11954176572,991.17,motorway_link,70.0,450
9651,9936198672,11954164166,815.31,motorway_link,70.0,450
9652,9942486328,1366987045,41.53,secondary,40.0,200
9653,9942486328,13031507246,10.74,trunk,60.0,400
9654,9952087233,462261958,491.64,tertiary,30.0,100
9655,9952087233,13951837185,15.27,tertiary,30.0,100
9656,9952087233,13951837180,34.97,primary_link,40.0,250
9657,9952087235,296353488,9.13,tertiary,30.0,100
9658,9952087235,13951837180,34.78,primary,50.0,300
9659,9955110357,13800763877,43.51,secondary,40.0,200
9660,9955110357,1235720483,801.44,secondary,40.0,200
9661,9955110405,9955110406,12.84,tertiary_link,25.0,80
9662,9955110405,7358719684,173.42,tertiary,30.0,100
9663,9955110406,9955110405,12.84,tertiary_link,25.0,80
9664,9955110406,13284961602,180.89,tertiary,30.0,100
9665,9955110407,9955110413,15.69,secondary,40.0,200
9666,9955110409,9955122519,18.66,secondary,40.0,200
9667,9955110410,9955110409,12.98,secondary,40.0,200
9668,9955110410,7358192348,74.65,tertiary,30.0,100
9669,9955110411,9955110410,17.1,secondary,40.0,200
9670,9955110412,8592017259,12.45,secondary,40.0,200
9671,9955110413,1182335016,332.39,tertiary,30.0,100
9672,9955110413,9955110412,17.39,secondary,40.0,200
9673,9955122519,7358292807,783.36,secondary,40.0,200
9674,9955122519,9955110407,20.51,secondary,40.0,200
9675,9956773846,13801056737,18.84,tertiary,30.0,100
9676,9956773849,5378007196,48.68,tertiary,30.0,100
9677,9958608572,1651530966,410.58,tertiary,30.0,100
9678,9969180380,9969180381,8.06,secondary_link,35.0,150
9679,9969180380,7398098987,798.86,secondary,40.0,200
9680,9969180381,9969180380,8.06,secondary_link,35.0,150
9681,9969180381,1934768165,117.4,secondary,40.0,200
9682,9972058097,2249330788,37.32,tertiary,30.0,100
9683,9972058097,7377462937,92.0,tertiary,30.0,100
9684,9973027426,2493158941,9.52,secondary,40.0,200
9685,9979171945,347194070,261.77,tertiary,30.0,100
9686,9979171945,471556497,108.43,tertiary,30.0,100
9687,9979171948,347194070,8.64,secondary,40.0,200
9688,9979171948,9979171945,265.25,tertiary,30.0,100
9689,9979171956,9979171965,9.32,primary,50.0,300
9690,9979171957,9979171948,10.78,tertiary,30.0,100
9691,9979171957,5887563939,88.06,secondary,40.0,200
9692,9979171964,245667153,9.42,primary,50.0,300
9693,9979171964,9979171957,384.17,tertiary,30.0,100
9694,9979171965,9979171964,16.79,tertiary,30.0,100
9695,9979171965,1936355375,413.53,primary,50.0,300
9696,9985506399,245669274,20.36,tertiary,30.0,100
9697,9985506406,9985506399,265.3,tertiary,30.0,100
9698,9985506406,1913053572,792.84,primary,50.0,300
9699,9985506415,9985506416,10.3,primary,50.0,300
9700,9985506415,1936355451,620.23,primary,50.0,300
9701,9985506416,245669231,8.1,primary,50.0,300
9702,9985506416,10877179697,368.79,secondary,40.0,200
9703,9985517318,13525948592,58.31,primary,50.0,300
9704,9991999290,9991999303,7.26,tertiary_link,25.0,80
9705,9991999290,10765194734,166.55,tertiary,30.0,100
9706,9991999291,10279333667,9.29,tertiary,30.0,100
9707,9991999291,866835090,310.97,tertiary,30.0,100
9708,9991999301,866758828,6.27,tertiary,30.0,100
9709,9991999301,866835027,98.96,tertiary,30.0,100
9710,9991999301,9991999291,629.03,tertiary,30.0,100
9711,9991999303,9991999290,7.26,tertiary_link,25.0,80
9712,9991999303,866726945,85.1,tertiary,30.0,100
9713,10001764598,12393472130,9.55,tertiary,30.0,100
9714,10001764598,1936355426,303.15,primary,50.0,300
9715,10005632789,7371953277,33.63,tertiary,30.0,100
9716,10005632789,623038359,24.54,tertiary,30.0,100
9717,10005632789,623881375,388.78,tertiary,30.0,100
9718,10017305035,10017305036,8.54,tertiary,30.0,100
9719,10017305035,10023271205,720.71,tertiary,30.0,100
9720,10017305036,10017305035,8.54,tertiary,30.0,100
9721,10017305036,10017305038,22.4,tertiary,30.0,100
9722,10017305037,10017305038,7.08,tertiary,30.0,100
9723,10017305037,10017305035,23.61,tertiary,30.0,100
9724,10017305038,10017305037,7.08,tertiary,30.0,100
9725,10017305038,630700075,100.1,tertiary,30.0,100
9726,10017787219,245655046,7.93,secondary,40.0,200
9727,10017787219,5878590700,384.25,secondary,40.0,200
9728,10023271198,10023271199,37.98,secondary,40.0,200
9729,10023271198,1861339112,274.03,trunk_link,50.0,350
9730,10023271199,5969984648,12.41,trunk_link,50.0,350
9731,10023271199,13900426717,51.2,secondary,40.0,200
9732,10023271200,13580388017,70.45,secondary,40.0,200
9733,10023271200,5969984647,11.81,tertiary,30.0,100
9734,10023271200,13900426720,12.44,tertiary,30.0,100
9735,10023271204,10023271205,9.34,secondary,40.0,200
9736,10023271204,13580405628,661.24,tertiary,30.0,100
9737,10023271205,6274819761,8.39,secondary,40.0,200
9738,10023271205,5969985441,33.52,tertiary,30.0,100
9739,10026289247,13747643735,11.9,secondary,40.0,200
9740,10026289247,13747643733,14.11,tertiary,30.0,100
9741,10026289257,10026289258,6.38,tertiary_link,25.0,80
9742,10026289257,245670797,70.19,tertiary,30.0,100
9743,10026289258,10026289257,6.38,tertiary_link,25.0,80
9744,10026289258,13476803593,16.95,tertiary,30.0,100
9745,10044201331,12243225438,31.35,trunk,60.0,400
9746,10044201331,13615156515,103.69,tertiary,30.0,100
9747,10054380639,414595016,215.41,tertiary,30.0,100
9748,10054380639,414726599,233.92,tertiary,30.0,100
9749,10054380639,7239257007,47.5,tertiary,30.0,100
9750,10061003741,4264598312,183.86,secondary,40.0,200
9751,10072781495,7103910192,391.92,tertiary,30.0,100
9752,10072781495,10168886525,374.15,tertiary,30.0,100
9753,10074701685,10074701686,11.52,tertiary_link,25.0,80
9754,10074701685,13803573657,42.91,tertiary,30.0,100
9755,10074701686,10074701685,11.52,tertiary_link,25.0,80
9756,10074701686,13803573659,63.65,tertiary,30.0,100
9757,10079336604,12296544498,9.26,tertiary,30.0,100
9758,10079336604,3105782022,142.15,tertiary,30.0,100
9759,10081148282,245668398,12.34,trunk,60.0,400
9760,10081148282,12079658306,108.83,tertiary,30.0,100
9761,10081148287,245668408,14.1,tertiary,30.0,100
9762,10081148287,245668408,132.66,tertiary,30.0,100
9763,10081148287,245668344,108.78,tertiary,30.0,100
9764,10082236368,347195204,173.82,tertiary,30.0,100
9765,10082236368,7298842020,372.53,tertiary,30.0,100
9766,10082236369,10082236370,9.41,tertiary,30.0,100
9767,10082236369,13522455350,135.29,secondary,40.0,200
9768,10082236370,7298842020,5.78,secondary,40.0,200
9769,10082236370,10082236368,375.71,tertiary,30.0,100
9770,10089667071,5494560187,21.34,secondary,40.0,200
9771,10089667071,346644270,84.87,secondary,40.0,200
9772,10089667078,13508522906,29.38,secondary,40.0,200
9773,10089667078,10089667079,9.1,secondary,40.0,200
9774,10089667079,7206407288,7.82,secondary,40.0,200
9775,10091403656,13616325515,6.09,tertiary_link,25.0,80
9776,10091403656,13617040696,70.04,tertiary,30.0,100
9777,10091403659,296853793,74.13,primary,50.0,300
9778,10093838939,13778926638,42.43,secondary,40.0,200
9779,10093838939,13654758670,10.5,tertiary,30.0,100
9780,10093838969,1375170621,5.99,tertiary,30.0,100
9781,10098502200,13877892995,4.04,tertiary,30.0,100
9782,10098502200,245672136,5.83,tertiary,30.0,100
9783,10098502200,245671994,137.49,tertiary,30.0,100
9784,10099005667,6618302834,47.13,primary,50.0,300
9785,10099954517,768595237,295.6,primary,50.0,300
9786,10100669503,10279602936,10.7,tertiary,30.0,100
9787,10100669503,245671926,36.88,tertiary,30.0,100
9788,10106787077,13830121867,63.72,secondary,40.0,200
9789,10106787077,13830144962,10.03,secondary,40.0,200
9790,10107630356,10107630362,8.0,tertiary,30.0,100
9791,10107630356,245675162,596.1,tertiary,30.0,100
9792,10107630356,12395671875,246.88,tertiary,30.0,100
9793,10107630357,5172459965,11.09,tertiary,30.0,100
9794,10107630357,884198587,394.62,secondary,40.0,200
9795,10107630362,10107630356,8.0,tertiary,30.0,100
9796,10107630362,13857111123,405.46,tertiary,30.0,100
9797,10108007321,10108007322,9.12,tertiary_link,25.0,80
9798,10108007321,11826800941,317.85,tertiary,30.0,100
9799,10108007322,10108007321,9.12,tertiary_link,25.0,80
9800,10108007322,13778926631,125.19,tertiary,30.0,100
9801,10110467909,10110467910,7.92,tertiary_link,25.0,80
9802,10110467909,619166257,1052.33,tertiary,30.0,100
9803,10110467910,10110467909,7.92,tertiary_link,25.0,80
9804,10110467910,10880324989,128.13,tertiary,30.0,100
9805,10110799432,245681236,8.51,tertiary,30.0,100
9806,10110799432,10956910757,343.92,tertiary,30.0,100
9807,10110799432,245681405,253.51,tertiary,30.0,100
9808,10112883700,1960734773,97.54,trunk,60.0,400
9809,10116201901,1336410623,285.6,secondary,40.0,200
9810,10116201901,10116201902,39.44,secondary,40.0,200
9811,10116201902,10116201908,32.55,secondary,40.0,200
9812,10116201902,6586019606,31.87,secondary_link,35.0,150
9813,10116201906,10116201907,25.96,secondary,40.0,200
9814,10116201906,1366794970,38.88,secondary,40.0,200
9815,10116201907,2966389856,36.94,secondary,40.0,200
9816,10116201907,10116201908,11.27,secondary,40.0,200
9817,10116201908,245665060,25.1,secondary,40.0,200
9818,10116201908,6586019606,21.71,secondary,40.0,200
9819,10127913586,10127913587,7.26,primary_link,40.0,250
9820,10127913586,2443096204,23.41,primary,50.0,300
9821,10127913587,10127913586,7.26,primary_link,40.0,250
9822,10127913587,2216800747,195.57,primary,50.0,300
9823,10131724354,13720643005,3.63,tertiary,30.0,100
9824,10131724355,13720601493,4.27,tertiary,30.0,100
9825,10131724356,10131724355,8.83,tertiary,30.0,100
9826,10131724356,1177243204,344.97,tertiary,30.0,100
9827,10134735413,10134735415,14.79,primary,50.0,300
9828,10134735414,1398117066,46.57,tertiary,30.0,100
9829,10134735415,1647344937,23.7,primary,50.0,300
9830,10134735415,10134735416,14.08,tertiary,30.0,100
9831,10134735416,245664830,17.89,primary,50.0,300
9832,10134735416,10134735414,40.8,tertiary,30.0,100
9833,10151560371,1366857555,9.79,secondary,40.0,200
9834,10151560371,1366857439,1313.83,secondary,40.0,200
9835,10151560371,10306082438,216.08,secondary,40.0,200
9836,10156895294,13748560588,707.0,tertiary,30.0,100
9837,10156895294,1180830444,152.59,tertiary,30.0,100
9838,10168211183,10956744332,649.24,tertiary,30.0,100
9839,10168211183,12438442939,4.01,secondary,40.0,200
9840,10168211190,7361584928,6.1,tertiary,30.0,100
9841,10168211190,245681894,108.8,tertiary,30.0,100
9842,10168211190,10168211183,275.25,secondary,40.0,200
9843,10168211197,245681962,7.46,tertiary,30.0,100
9844,10168211197,11927518733,340.99,tertiary,30.0,100
9845,10168211197,10168211190,380.61,secondary,40.0,200
9846,10168211200,245681963,5.57,tertiary,30.0,100
9847,10168211200,10168211197,180.31,secondary,40.0,200
9848,10168886524,10168886529,29.58,secondary,40.0,200
9849,10168886524,10168886525,11.81,tertiary,30.0,100
9850,10168886524,10168886526,55.68,tertiary,30.0,100
9851,10168886525,6119066789,20.14,secondary,40.0,200
9852,10168886525,10168886524,11.81,tertiary,30.0,100
9853,10168886525,10072781495,374.15,tertiary,30.0,100
9854,10168886526,10168886524,55.68,tertiary,30.0,100
9855,10168886526,10168886529,52.82,secondary_link,35.0,150
9856,10168886529,7398093906,120.99,secondary,40.0,200
9857,10171212565,13911665120,7.51,tertiary_link,25.0,80
9858,10171212565,13882649331,82.61,tertiary,30.0,100
9859,10171212578,1288998782,7.41,tertiary,30.0,100
9860,10171212578,13880416042,173.51,tertiary,30.0,100
9861,10171361140,245665949,12.92,tertiary,30.0,100
9862,10171361140,245665964,137.08,tertiary,30.0,100
9863,10171361140,6926138475,33.86,tertiary,30.0,100
9864,10171361141,245665948,12.93,tertiary,30.0,100
9865,10171361141,2248781882,34.79,tertiary,30.0,100
9866,10173255201,10920909532,295.09,secondary,40.0,200
9867,10173255201,10173255202,24.88,secondary,40.0,200
9868,10173255202,245673271,8.99,secondary,40.0,200
9869,10173255202,3878413343,442.04,secondary,40.0,200
9870,10173255202,10277591787,311.65,secondary,40.0,200
9871,10173512310,1960735545,26.02,secondary,40.0,200
9872,10173512310,1027916975,212.95,primary,50.0,300
9873,10173512311,10173512310,9.48,primary,50.0,300
9874,10174843049,1288998788,5.66,tertiary_link,25.0,80
9875,10174843049,13880416060,78.27,tertiary,30.0,100
9876,10174843051,13880416040,16.8,tertiary,30.0,100
9877,10174843051,13880416038,7.29,tertiary_link,25.0,80
9878,10196684383,1960732549,12.49,tertiary,30.0,100
9879,10196684383,1960732441,209.54,secondary,40.0,200
9880,10196782306,7687784341,283.63,primary,50.0,300
9881,10198760881,245672447,10.87,tertiary,30.0,100
9882,10198760881,13877892995,301.65,tertiary,30.0,100
9883,10198760881,13390248500,142.81,tertiary,30.0,100
9884,10198760884,10886219106,9.81,tertiary,30.0,100
